last,parent,child,childOfficial,protect,title,nickname,parentInfo,out,special,protectLevel,characteristic,living,hab,hab2,low,high,陽明山國家公園,太魯閣國家公園,玉山國家公園,雪霸國家公園,墾丁國家公園,金門國家公園,東沙國家公園,台江國家公園,壽山國家自然公園,location,data
1,松科,臺灣油杉,Abies kawakamii (Hayata) Ito,0,"臺灣油杉(Abies kawakamii (Hayata) Ito)
","俗名：台灣冷杉
","科：松科 (Pinaceae)
","外來種：否
","特有種：是
","保育等級：無

","形態特徵：常綠大喬木。側枝輪生，表面著生顯著之葉枕。葉互生，但常扭曲而作數列，線形，先端鈍而略凹裂，向下漸變狹細，基部粗大，狀如吸盤，表面深綠色，裏面中肋隆起，並具有白色氣孔帶2條，長約13公釐。雌雄同株；雄花腋生，圓柱形，具多數雄蕊；每雄蕊有葯2枚。毬果直立，長橢圓形，長約7.6公分，寬約4.2公分，熟時呈暗紫色；苞鱗倒卵形；種鱗闊扇形，內有種子2枚。種子有翅，成熟後，果鱗即自果軸脫落。

",生態習性：分布於中央山脈之南湖大山、大霸尖山、次高山、能高山、白狗大山、玉山、大雪山、關山及卑南大山，在中央山脈海拔2800公尺以上之高地，常形成廣大面積之純林。生育環境為耐低溫濕冷環境。,,,,,0,1,1,1,0,0,0,0,0,"分布區域：太魯閣國家公園、玉山國家公園、雪霸國家公園
",
1,松科,臺灣雲杉,Keteleeria davidiana (Franchet) Beissner var. formosana Hayata,0,"臺灣雲杉(Keteleeria davidiana (Franchet) Beissner var. formosana Hayata)
","俗名：台灣油杉
","科：松科 (Pinaceae)
","外來種：否
","特有種：是
","保育等級：無

","形態特徵：常綠喬木。葉互生而成2縱列，線形或線狀披針形，中肋兩面均隆起，先端鈍圓或微凹，長2~4公分，寬3~4公釐，表面深綠色，裏面淡綠色。雌雄同株；雄花圓柱形，數朵簇生於枝頂。毬果直立，圓柱狀橢圓形，長約10公分，徑約4.5公分，初呈綠色，後變為栗色；苞鱗長約為種鱗之半，篦形，先端3裂；種鱗闊卵形，先端圓形而略向外反曲。種子有翅。

",生態習性：台灣之南北兩端北部主分布於姑婆寮溪、金瓜寮溪之分水嶺及坪林；南部生枋山及大武山等地,,,,,0,0,0,0,1,0,0,0,0,"分布區域：墾丁國家公園
",
1,松科,臺灣華山松,Picea morrisonicola Hayata,0,"臺灣華山松(Picea morrisonicola Hayata)
","俗名：台灣雲杉
","科：松科 (Pinaceae)
","外來種：否
","特有種：是
","保育等級：無

","形態特徵：常綠大喬木。小枝具葉枕。葉針形而略成四稜，亦偶有為3或5稜者，先端尖銳，長9~15公釐。雄花狹卵形，懸垂或直生。毬果長橢圓形，近於懸垂，長6~7公分，徑2~2.8公分，熟時呈暗紫褐色；苞鱗短小而呈卵狀披針形；種鱗倒卵形，先端圓，基部呈楔狀。種子2粒，連翅共長10~12公釐，較種鱗為短。

",生態習性：分布於中央山脈海拔2300~3000公尺 (南湖大山為2300~3000公尺；玉山前山為3000公尺) 間之高地，常與鐵杉、台灣華山松等混生；在陳有蘭溪及大甲溪上游屢為?生。生育環境為避風的溫濕谷地。,,,,,0,1,1,1,0,0,0,0,0,"分布區域：太魯閣國家公園、玉山國家公園、雪霸國家公園
",
1,松科,馬尾松,Pinus armandii Franch. var. masteriana Hayata,0,"馬尾松(Pinus armandii Franch. var. masteriana Hayata)
","俗名：台灣華山松
","科：松科 (Pinaceae)
","外來種：否
","特有種：否
","保育等級：無

","形態特徵：常綠大喬木。葉5針一束，質軟而細，橫斷面為三角形，內有3樹脂管，葉緣有鋸齒，長5~10公分；葉鞘早落。雄花圓柱形，長約2公分，基部有鱗片數枚，黃色。毬果直立，卵狀圓柱形，長約15公分，寬約8公分；種鱗近於菱形，邊緣直立或略向外反曲，鱗臍顯著，內側種子之附貼部分，特別凹陷；苞鱗極小。種子為扁長橢圓形，無翅，長約1公分。

",生態習性：分布於中部以北海拔2300~2800公尺之高地，如中央山脈之大雪山、小雪山、南湖大山、鹿場大山、能高山、合歡山、巒大山、玉山及大武山均為著名之產地除與台灣雲杉、台灣鐵杉及台灣二葉松等混生外，多散生於草地國立台灣大學實驗林之鹿林山海拔約2500公尺之地，曾見有天然幼林。,,,,,0,1,1,1,0,0,0,0,0,"分布區域：太魯閣國家公園、玉山國家公園、雪霸國家公園
",
1,松科,臺灣五葉松,Pinus massoniana Lambert,0,"臺灣五葉松(Pinus massoniana Lambert)
",,"科：松科 (Pinaceae)
","外來種：否
","特有種：否
","保育等級：無

","形態特徵：常綠大喬木。樹皮紅褐色，龜裂而作薄片剝落。冬芽赤褐色。葉2針一簇 (間有3針為一簇者)，細軟而略彎扭，長12~20公分，淡綠色，橫斷面略呈半方圓形，內有樹脂管5~9枚(常為7枚)，切緣而生。雄花圓柱狀，黃黑色，多數簇生。毬果卵形或長卵形，前端尖而略彎曲，長5~7公分；種鱗上之鱗背近於扁菱形，平扁，鱗臍菱圓形，中央具有尖突；翅長約為種子之3倍。種子與翅全長約18公釐。

",生態習性：分布於北部(宜蘭、臺北、桃園)、中部(南投、車?寮及大甲溪沿岸)及東部山及東部山麓各地，生長遠遜琉球松。另分布於南自臺、粵，北至山東嶗山一帶皆產之。,,,,,1,0,0,0,0,1,0,0,0,"分布區域：陽明山國家公園、金門國家公園
",
1,松科,臺灣二葉松,Pinus morrisonicola Hayata,0,"臺灣二葉松(Pinus morrisonicola Hayata)
","俗名：台灣五葉松
","科：松科 (Pinaceae)
","外來種：否
","特有種：是
","保育等級：無

","形態特徵：常綠大喬木。嫩枝有毛。葉5針一簇，長6~8公分，橫斷面略呈T字形，內有樹脂管2枚，切緣而生。毬果略直生，橢圓狀卵形，長7~12公分，寬4~5公分；種鱗長橢圓形，先端圓形，向外反卷，基部楔形。種子有翅，全長約2公分。本種極似臺灣華山松，其區別點如下： 臺灣五葉松   種子有翅；種鱗長橢圓形，邊緣反卷；葉長6~8公分，橫斷面有2樹脂管，貼近葉緣。   臺灣華山松   種子無翅，種鱗菱狀圓形，邊緣近於直立；葉長8~12公分，橫斷面有3樹脂管，位於葉肉內。

",生態習性：分布於全台 300~2300 公尺之地區均產之；北部石碇、茅原，中部埔里眉原及佳保臺高約 900 公尺之地，尤多見之。生育環境為林緣、開闊地、崩塌地。,,,,,0,1,1,1,0,0,0,0,0,"分布區域：太魯閣國家公園、玉山國家公園、雪霸國家公園
",
1,松科,臺灣黃杉,Pinus taiwanensis Hayata,0,"臺灣黃杉(Pinus taiwanensis Hayata)
","俗名：台灣二葉松
","科：松科 (Pinaceae)
","外來種：否
","特有種：是
","保育等級：無

","形態特徵：常綠大喬木。樹皮灰褐色，鱗片較小，龜甲狀排列。冬芽栗褐色。葉2針一簇，表面有深溝，長8~11公分；樹脂管4枚，多至5~7枚，位於葉肉之中。雄花多朵，簇生。毬果倒生，卵狀球形或卵狀長橢圓形，長約5~7公分，闊3.5~4.5公分；種鱗長橢圓形，鱗背呈菱狀四方形或不正五角形，略凸而肥厚；鱗臍菱形，中心有1鈍尖；翅長約為種子之3倍；種子連翅長約20公釐。

",生態習性：中央山脈及其支脈海拔 700~3200 公尺之地區，尤推臺中大甲溪沿岸為最多，形成純林；他如鹿林山、大雪山、丹大山、能高山、阿里山亦多分布。生育環境為林緣、開闊地、崩塌地。,,,,,0,1,1,1,0,0,0,0,0,"分布區域：太魯閣國家公園、玉山國家公園、雪霸國家公園
",
1,松科,臺灣鐵杉,Pseudotsuga wilsoniana Hayata,0,"臺灣鐵杉(Pseudotsuga wilsoniana Hayata)
","俗名：台灣黃杉
","科：松科 (Pinaceae)
","外來種：否
","特有種：是
","保育等級：無

","形態特徵：常綠大喬木。樹皮厚，深縱裂。小枝栗褐色。冬芽圓錐形，先端尖銳，外生微毛。葉旋生，略扭轉成2列，線形，平扁而微彎曲，先端銳或凹裂，長約20公釐，寬約1.2公釐，裏面有2白色氣孔帶。雄花腋生，長8公釐，基部具多數鱗片。毬果懸垂，卵狀橢圓形，長約6公分；苞鱗線狀，較種鱗為長，先端3裂而反曲；種鱗菱形，全緣，質薄。種子有翅，全長約1.8公分。

",生態習性：分布於海拔 1000~2700 公尺之地，主產新竹大溪上流之湯諾夫、李崠山、馬里可灣、臺中之沙拉馬窩、西卡也埔山地、大甲溪上流之谷關一帶、八仙山、竹東控溪、關山、太平山、大雪山、楠梓仙溪及秀姑巒山等地。,,,,,0,1,1,1,0,0,0,0,0,"分布區域：太魯閣國家公園、玉山國家公園、雪霸國家公園
",
1,松科,竹柏,Tsuga chinensis (Franch.) Pritz. var. formosana (Hayata) Li & Keng,0,"竹柏(Tsuga chinensis (Franch.) Pritz. var. formosana (Hayata) Li & Keng)
","俗名：台灣鐵杉
","科：松科 (Pinaceae)
","外來種：否
","特有種：是
","保育等級：無

","形態特徵：常綠大喬木。小枝具葉枕。葉旋生而略成2列，線形，先端鈍或凹，長10~16公釐，裏面有2白色氣孔帶。雄花近於球形，單獨腋生。毬果卵形或長橢圓形，長20~25公釐，懸垂；苞鱗短小，廣卵形，呈不整齊之鋸齒緣，先端2裂；種鱗圓形，外具縱紋，淡黃褐色，有光澤；翅長為種子之2倍以上，全長約7公釐。

",生態習性：分布於海拔 2000~3000 公尺之高地，主產八仙山、大雪山、小雪山、南湖大山、鹿場大山、能高山、合歡山、巒大山、鹿林山、玉山、水山及大武山等地；喜生育於懸崖或陡壁之上，常成純林。生育環境為寒涼潮濕的山區。,,,,,0,1,1,1,0,0,0,0,0,"分布區域：太魯閣國家公園、玉山國家公園、雪霸國家公園
",
1,羅漢松科,蘭嶼羅漢松,Nageia nagi (Thunb.) O. Kuntze,0,"蘭嶼羅漢松(Nageia nagi (Thunb.) O. Kuntze)
",,"科：羅漢松科 (Podocarpaceae)
","外來種：否
","特有種：否
","保育等級：無

","形態特徵：常綠喬木。小枝略作方形。葉對生，狹橢圓形，長約3公分，寬約11公釐，基部漸狹而成假葉柄。雌雄異株；雄花球形，8~10朵簇生於葉腋；雌花單立。種子球形，種托不顯著。本種與竹柏之區別點，在其葉狹小而厚；雄花近於球形。

",生態習性：分布於恆春半島及臺東大武山之平地以至海拔500公尺之處。,,,,,1,0,1,1,1,0,0,0,0,"分布區域：陽明山國家公園、玉山國家公園、雪霸國家公園、墾丁國家公園
",
1,羅漢松科,叢花百日青,Podocarpus costalis Presl,0,"叢花百日青(Podocarpus costalis Presl)
",,"科：羅漢松科 (Podocarpaceae)
","外來種：否
","特有種：否
","保育等級：無

","形態特徵：小喬木或灌木。葉為革質，叢生枝端，線形或線狀披針形，先端鈍，長5~7公分，寬8~12公釐，邊緣略向裏反卷。雌雄異株；雄花圓柱形，由多數雄蕊構成，基部圍有較短而堅硬之苞片數枚；雄蕊有2葯；雌花單生，花托具鱗片2枚，，上部合生。種子橢圓形，熟時呈深黑色。

",生態習性：分布於蘭嶼。生育環境為沿海之岩礁。另分布於菲律賓、馬來。,,,,,0,0,1,0,1,0,0,0,0,"分布區域：玉山國家公園、墾丁國家公園
",
1,羅漢松科,大葉羅漢松,Podocarpus fasciculus de Laubenfels,0,"大葉羅漢松(Podocarpus fasciculus de Laubenfels)
",,"科：羅漢松科 (Podocarpaceae)
","外來種：否
","特有種：是
","保育等級：無

","形態特徵：常綠中喬木。葉線狀披針形，常具不完整之波狀葉緣，兩端銳尖，長13~17公分，寬9~18公釐。雌花細長。種托肉質，長8~12公釐，熟時鮮紅色，下有苞片2枚。種子橢圓形或球形，較種托為大。本種極似百日青，但葉較長；種子球形，惟先端較圓，種柄 (果梗) 長2~3公分；極易區別。

",生態習性：分布於恆春半島及宜蘭山與大武山等海拔1000公尺以下之地區。,,,,,0,1,0,1,1,0,0,0,0,"分布區域：太魯閣國家公園、雪霸國家公園、墾丁國家公園
",
1,羅漢松科,桃實百日青,Podocarpus macrophyllus (Thunb.) Sweet,0,"桃實百日青(Podocarpus macrophyllus (Thunb.) Sweet)
",,"科：羅漢松科 (Podocarpaceae)
","外來種：否
","特有種：否
","保育等級：無

","形態特徵：常綠喬木。小枝略為粗肥。葉為螺旋狀排列，狹披針形或闊線形，兩端均銳，主脈顯著，邊緣反卷，長8~12公分，寬7~12公釐。雌雄異株；雄花圓柱形，長約3公分，常3~5朵簇生，腋出；葯球形，2室；雌花單生，腋出；花托橢圓形，基部有苞片4枚，熟時暗紅色。種子略呈球形，長約1公分，綠色。本種之種托，常大於其種子，全形如羅漢之被袈裟，是為羅漢松名之由來。

",生態習性：多為栽植另分布於中國西南部、日本及琉球。,,,,,0,1,0,0,0,0,0,0,0,"分布區域：太魯閣國家公園
",
1,羅漢松科,南洋紅豆杉,Podocarpus nakaii Hayata,0,"南洋紅豆杉(Podocarpus nakaii Hayata)
","俗名：百日青
","科：羅漢松科 (Podocarpaceae)
","外來種：否
","特有種：是
","保育等級：無

","形態特徵：常綠中喬木。葉互生，革質，線狀披針形或闊葉形，兩端均尖銳，表面主脈隆起。種托呈斜圓錐狀球形，基部具有三角形之苞片2枚。種子先端突尖，其形如桃。本種頗似羅漢松，但葉闊長而尖；種子斜橢圓形，先端突尖，且較種托為大；故易於區別。

",生態習性：此變種混生於本省中、北部之中海拔闊葉樹林內，尤推埔里、蓮華池、八仙山、恆春、南投北山坑及溪頭鳳凰山等地為多,,,,,0,0,0,0,0,0,0,0,0,,
1,紅豆杉科,巒大杉,Taxus sumatrana (Miq.) de Laub.,0,"巒大杉(Taxus sumatrana (Miq.) de Laub.)
",,"科：紅豆杉科 (Taxaceae)
","外來種：否
","特有種：否
","保育等級：無

","形態特徵：高大喬木。高大喬木，直徑可達 100 公分。冬芽鱗片有龍骨，先端銳形。葉互生而排成 2 縱列，線狀披針形，並作鐮刀狀彎曲，先端突尖，基部銳形而向下延生，長約 2 公分，表面深綠色，裏面有 2 黃綠色之氣孔帶。雌雄異株；雄花腋出或頂生，由 8~18 枚雄蕊構成，每 1 雄蕊有葯 5~6 枚；雌花腋出，具直生胚珠 1 枚。種子橢圓形，略扁，長約 7 公釐，外具 2 稜脊，亦有為 3 稜者；種臍為橢圓形；假種皮壺形，熟時紅色。

",生態習性：分布於海拔 2000~3000 公尺之地區插天、鹿場、鳥嘴、八仙、林田、大武、大雪及阿里諸山均能見之，但較為稀少。另分布於中國西南部、菲律賓及東印度。,,,,,0,1,1,1,0,0,0,0,0,"分布區域：太魯閣國家公園、玉山國家公園、雪霸國家公園
",
1,杉科,臺灣杉,Cunninghamia konishii Hayata,0,"臺灣杉(Cunninghamia konishii Hayata)
",,"科：杉科 (Taxodiaceae)
","外來種：否
","特有種：是
","保育等級：無

","形態特徵：常綠大喬木。葉成螺旋狀密生而扭成2列，線狀披針形，先端鈍，表面粉白，基部向下延生，在天然生老樹者，長12~25公釐，寬1.5~2.5公釐，兩面均有氣孔帶。雌雄同株；雄花圓柱形，叢生枝頂，由多數雄蕊成螺旋排列而成，每1雄花基部具有苞片多枚；雄蕊有葯3~4枚。毬果卵狀圓形，果鱗略呈三角狀圓形，先端微凸，邊緣具不規則細鋸齒，基部有爪。種子3枚，具薄翅。早田文藏及金平亮三二氏均認巒大杉為一獨立種，正宗嚴敬及佐佐木舜一二氏視巒大杉及杉木二者為同種；藤田安二曾分析二者之木材油分，其化學成分一致，初時合併為1種，繼將巒大杉改隸為杉木之變種。

",生態習性：本種初發現於巒大山 1800 公尺處；繼在中部以上諸山 1300~2800公尺處之林中，亦見其蹤跡；主分布於巒大山、太平山、鹿場大山、卑南大山、八仙山、大雪山、小雪山、白狗大山、木瓜山、林田山、香杉山及研海等地，國立台灣大學實驗林有大面積之人工林,,,,,0,1,1,1,0,0,0,0,0,"分布區域：太魯閣國家公園、玉山國家公園、雪霸國家公園
",
1,杉科,圓葉澤瀉,Taiwania cryptomerioides Hayata,0,"圓葉澤瀉(Taiwania cryptomerioides Hayata)
","俗名：台灣杉
","科：杉科 (Taxodiaceae)
","外來種：否
","特有種：是
","保育等級：無

","形態特徵：常綠大喬木。小枝柔軟而下垂。葉在老枝上者疏生，鱗狀三角形，先端尖銳，基部寬闊，長4~5公釐；在嫩枝上者密生，線形，長可達2公分。雌雄異株或同株；雄花長5~7朵叢生枝頂，每花基部具有膜質之小苞2枚；葯2~4枚。毬果卵形或橢圓形，長約2公分，徑約1公分；果鱗呈闊倒圓錐形或近於菱形，其內著生薄翅之種子2粒。種子連翅長約5公釐，下垂。本種極似柳杉，其區別點為：(1) 枝柔軟而下垂；(2) 老枝之葉，剛硬而尖銳，下有廣闊瘤狀之基底；嫩葉亦堅銳刺手；(3) 毬果甚似鐵杉，惟形較小，每1果鱗僅著生種子2粒；(4) 心材呈紫紅色，亦為一顯著區別點。

",生態習性：分布於海拔1100~2800公尺之地區，太平、八仙、巒大、木瓜、林田，阿里、大雪及太魯閣諸山均常見之，惟產量不多；國立台灣大學實驗林有小面積之人工林，生長甚佳。另分布於中國之雲南及湖北2省H. Gaussen (法) 氏曾將大陸產者，定名為 T. floussiana GAUSS。,,,,,1,1,1,1,0,0,0,0,0,"分布區域：陽明山國家公園、太魯閣國家公園、玉山國家公園、雪霸國家公園
",
1,澤瀉科,臺灣冠果草,Caldesia grandis Samuel.,0,"臺灣冠果草(Caldesia grandis Samuel.)
",,"科：澤瀉科 (Alismataceae)
","外來種：否
","特有種：否
","保育等級：無

","形態特徵：草本。葉基生， 長 6-7公分，寬 6-8公分，葉有主脈及9-11條側脈。葉柄長，長30-55公分，直徑約 3-6公釐，近基部的地方有狹翼。花輪狀生長。花軸長達40-60公分，幾朵或單一花序，圓錐花序，兩性花，圍繞著花軸輪生，每輪3朵花或3個分枝。苞片披針形，漸尖，花梗長 1.2-2公分，花萼綠色，卵形，長 3-4公釐，反捲，宿存，花瓣白色，匙形， 長 6-8公釐，反捲；花藥底生。心皮15-17個。花柱細長，長1.5公釐。瘦果有長而彎曲的喙。

",生態習性：僅侷限分布於宜蘭，極為稀少生育環境為沼澤濕地。另分布於印度、中南半島。,,,,,0,0,0,0,0,0,0,0,0,,
